text,label
ابعاد دقیقا آن نیز 104 x 59 x 33 میلی متر است که تا حدودی از F770 هم باریک‌تر و هم کوچک‌تر می‌باشد.,2
در قسمت بالای دوربین هم دربی وجود دارد که با کنار زدن آن می توانید به کفشک تجهیزات اکسترنال دسترسی یابید.,2
يه LG optimus 4x hd p880 درست يک سوم اين آيفون 5 قيمتشه.,2
من يه گالاکسي تب 2 _3100 خريدم .,2
سخت افزار از لحاظ سخت افزار داخلی تفاوت‌هایی بین لومیا 620 با مدل‌های بالاتر خود وجود دارد.,2
من ( کاربر آماتور)  با توجه به تحقيقات فراوان بين دوربين هاي مختلف canon sx40 -sx50 /nikon p510  و.,2
چون همراه اين آپديت يک سري برنامه ها تحت عنوان پريميوم براش مياد که قلمش رو بسيار کاربردي تر مي کنه.,2
SONY.,2
با باز کردن صفحه نمایش و در سمت چپ آن می‌توانید سه کلید را ببینید: Index،  Function و یک جوی‌استیک که برای جستجو در منوها به کار می‌رود.,2
سلام دوستان من اين گوشيرو 7 ماهه که دارم.,2
دراخر بايد بگم ايفون5گوشي که تو دنيا حرف اولو ميزنه.,2
یعنی چیزی در حد 4.8X3.6 میلی متر.,2
نمي دونم چرا اينجا هيچکس حواسش نيست که اين گوشي دوسيم کارته !,2
این دقیقا برخلاف احساسی است که از بسیاری گوشی‌های بزرگتر با بدنه‌ی پلاستیکی به شما دست می‌دهد.,2
يا ال جي 4x ,2
توجه کرد .,2
يه روز گوشي دستون باشه.,2
این در حالیست که امروزه معمولا دوربین های فیلم برداری گران قیمت تر دارای چشمی هستند.,2
با این حال ضبط هر کلیپ ویدیویی به 16 دقیقه محدود می‌شود.,2
بطور خلاصه مي تونم بگم که اکثر افرادي که از کامپيوتر شخصي استفاده مي کنند (به هر دليل،  چه براي فيلم ديدن،  چه براي اينترنت و چه براي بازي و يا کار و تحصيل.,2
در حقیقت لپ‌تاپ‌هایی با این امکانات و سخت افزار،  معمولا گران‌تر هستند.,2
حتما مي دونيد که دستگاه هاي آندرويد روي 4.1 سرعت بيشتري دارند نسبت به  4 .,2
باور کنيد هم از لحاظ شکل و شمايلش هم از لحاظ سرعتش.,2
مود EXR این دوربین درست مانند مود عکاسی intelligent Auto و Smart Auto بر روی دوربین‌های دیگر عمل می‌کند.,2
عکس‌ها و فیلم‌ها بر روی کارت حافظه‌ی SD/SDHC/SDXC ذخیره می‌گردند و باتری لیتیوم-یونی دوربین نیز در هر بار شارژ کامل توانایی پشتیبانی برای گرفتن تا 340 عکس را دارد.,2
مغز متفکر Xperia TX،  چیپ Qualcomm Snapdragon S4 است که دارای پردازنده دو هسته ای 1.5 گیگاهرتزی Krait و پردازشگر گرافیکی Adreno 225 است.,2
لبه های این گوشی کاملا گرد می‌باشند که با لبه های مستطیلی مدل قبلی کاملا در تناقض است.,2
اگه بياد حتما ميخرم!,2
"بازي هاي سنگين با گرافيک بالا هم مثل آسفالت 7 بخوبي رو سري G جواب داد
ولي يه مشکلي از نظر من که داره (بازم ميگم از نظر من) اينه که پيش گوشي هاي ديگه انگار جلوه نداره و احساس ميکني گوشي اسباب بازيه
ولي در کل هيچي کم نداره.",2
همچنین عمل اسکن را هم باید خیلی خوب انجام دهد.,2
فقط زومش يک مقدار از HX-100 کمتره.,2
البته منهاي زماني که موتور براوياش موقع تماشاي ويدئو روشن ميشه.,2
سپس این اتفاق در سال 2012 با تولید نسل سوم تبلت آی پد تکرار شد.,2
مزايا و معايبي که در زير مي گم طبيعتا در مقايسه با ساير گوشي هاي هوشمند نيست چون اونها رو امتحان نکردم.,2
نميدونم چرا باتريش جزو نقاط ضعفش اومده.,2
در بالای گوشی کلید پاور و در قسمت پایینی گوشی نیز جک 3.5 میلی متری هدفون و درگاه جدید رعد(Lightning) قرار گرفته‌اند.,2
اما این دوربین توانایی عکاسی در رزولوشن 14 مگاپیکسل را نیز دارد.,2
منم ميخرمش!,2
من اين رو  براي مادرم خريدم .,2
مشکل .,2
برای اینکه بهتر بتوانید این موضوع را درک کنیم باید بگوییم که لنز این دوربین در حالت واید می تواند میدان دیدی در حد 73 درجه در محور X و 53 درجه در محور Y را پوشش دهد.,2
سرعت فرستادن اطلاعات در ايپد بيشتر است چون نسخه بلوتوث 4 است دوربين:دوربين اين تبلت 8mgp است ولي کيفيت دوربين به اين نيست بلکه به لنز ان است.,2
طراحی شده برای جلوگیری از گم شدن درپوشآیا تاکنون درپوش USB خود را گم کرده اید یا زمان زیادی را صرف نگرانی در مورد گم کردن آن کرده اید؟,2
با ثبت نام آنلاین محصولات ADATA می توانید از این امنیت بصورت رایگان برخوردار شوید.,2
از نظر ظاهری هم 600D بسیار شبیه به دوربین مدل پیشین خود یعنی 550D می‌باشد و فقط تغییراتی جزئی را شاهد هستیم که آن هم برای سازگاری با نمایشگر چرخنده بوده است.,2
• طراحی و ساخت از لحاظ طراحی،  iPod Touch نسل پنجم نیز همانند گوشی iPhone 5،  نسبت به مدل قبلی کشیده تر شده است.,2
کمی هم به Effect Mode بپردازیم.,2
Kinect که برای بازی حرکتی در Xbox 360 Slim طراحی شده شما را به دنیای خود می برد.,2
از رقبای اصلی این دوربین می‌توان به Canon Ixus 220 HS،  Casio EX-H15،  Fujifilm Finepix F300 EXR،  Nikon Coolpix S8100،  Olympus Mju 9010،  Samsung WB650 و Sony Cybershot HX5 اشاره کرد.,2
اگر در حالت خوش‌بینانه بتوانیم بگوییم که افراد دارای دست‌های بزرگ قادر خواهند بود با گلکسی نوت با یک دست شماره گیری نمایند، اما به واقع حتی برای همان افراد هم ما تصوری مبنی بر امکان کار و شماره گیری با یک دست با Optimus VU را نداریم.,2
رزولوشن این صفحه نمایش 1024×768 پیکسل می‌باشد که همانند آیپد مینی است.,2
بعضي ها ميگن با آپديت اين گوشي خراب ميشه يا مثلا دوربين از کار ميوفته و .,2
حتي لب تاپ قبليمو که سفارش دادم بدون گارانتي بود که بعد از تحويل متوجه شدم فنش خوب کار نميکنه که فرداش فرستادم و به کل برام يکي ديگه فرستادن.,2
۳٫ فقط در شرايطي که شما کنسول از قبل کپي‌خور شده تهيه نماييد (به دليل اين‌که کنسول قبلا جهت کپي‌خور شدن باز شده است) قادر خواهيد بود نوع درايو مورد نظر را انتخاب نماييد.,2
مزايا  1.,2
"دوربینی که مشخصه‌ی بارز آن،  نمایشگر 3 اینچی لمسی با کیفیت 230,000 پیکسل است.",2
با این وجود،  حتی مدل‌هایی که از کارت‌های گرافیکی مجزا استفاده می‌کنند،  خیلی مناسب اجرای بازی‌های سه بعدی سنگین نبوده و بیشتر برای کارهای گرافیکی سبک مثل ویرایش عکس مناسبند.,2
"درايو نوري
درايو نوري اين دستگاه،  با کنترلر SATA به کنسول متصل مي‌شود و حداکثر از سرعت ۲۱X پشتيباني مي‌کند.",2
برای زوم کردن نیز یک کلید نرم افزاری وجود دارد که می‌توان از آن استفاده نمود.,2
با سلام اگه واقعا کيفيت پايين صفحه نمايش و جنس بدنه پلاستيکي اين تبلت از نظر شما عيب محسوب نميشه مشکلي نيست بخريدش فقط قبلش کمي جستجو کنيد شايد با اين قيمت يا کمي بالاتر بتونيد يه تبلت بهتر بگيريد از نظر من تبلت  Sony experia z که به زودي وارد بازار ايران ميشه يکي از بي نقص ترين هاست شايد بهتر باشه.,2
در آینده سعی می کنیم که اطلاعات بیشتری را از این دوربین ارائه کنیم.,2
تمام چيزايي که arc s  داره رو اين گوشي داره به جز دکمه شاتر دوربين.,2
این در حالی است که در قسمت سمت چپ یک کنترل پنل هم دیده می‌شود.,2
اما تفاوت‌هاي اساسي در قسمتهاي ديگر آن است.,2
I.,2
هیچ گونه‌ی سویچ پاور بر روی دوربین وجود ندارد.,2
من تقريبا يک سالي ميشه که 4520 اين سري رو دارم .,2
در کل در طراحی مدل جدید سامسونگ،  شباهت‌های بسیاری را با دیگر تبلت های ساخت این کمپانی مشاهده می‌نماییم.,2
من اين گوشي رو از ديجي کالا خريدم الان 6 ماه اين گوشي رو دارم.,2
من اين گوشي رو 3 هفته هست که دارم .,2
در قسمت جلویی تبلت هیچ‌گونه کلید فیزیکی وجود نداشته و اکثر فضای جلویی تبلت را صفحه نمایش آن پوشانده است.,2
صداي اين گوشي موقع مکالمه عالي نيست ولي قابل قبوله.,2
تمام مدل‌های 14.0 و 15.6 اینچی مجهز به نمایشگرهای با رزولوشن 1366x768 پیکسل می‌باشند.,2
آموزش جامع ویندوز ۸ نیز به صورت مالتی‌مدیا نیز در مجموعه گردو قرار داده شده است.,2
در صورتيکه آيپد مشکلات و محدوديت هاي بسياري در ايران دارد و اين مشکلات در ايران به اين زودي ها حل نخواهد شد.,2
دوربین این گوشی بهترین یا سریع‌ترین دوربین 5 مگاپیکسلی موجود نیست و همان‌طور که از گوشی با این مشخصات انتظار می‌رود دوربین آن کیفیت متوسطی دارد.,2
اما M41 یک تفاوت اساسی به دو مدل دیگر دارد و آن چشمی الکترونیکی سرخود است.,2
بنابراین درون آن فقط یک شارژر و یک کابل قرار دارد.,2
البته یک سویچ در کنار آن وجود دارد که می‌توانید انتخاب کنید که با حلقه می‌خواهید زوم کنید و یا عمل فوکوس را انجام دهید.,2
بالاخره تموم شد!,2
بیشترین تغییرات را می توان در نمای از بالا مشاهده کرد به طوری که اکنون در قسمت جلوی کفشک فلاش اکسترنال شاهد میکروفون های استریو هستیم و مود ویدیو هم به عنوان جایگاه سوم سویچ پاور در نظر گرفته شده است.,2
به صورتی که توانایی کپی کردن،  اسکن،  فکس،  پرینت عکس،  پرینت دورو،  قابلیت اتصال از طریق Bluetooth و WiFi را نیز باید داشته باشد.,2
GALAXY Tab 2 همانند مدل های گذشته از صفحه نمایشی هفت اینچی استفاده می کند.,2
سنسور شتاب سنج،  سنسور ژیروسکوپ و نهایتا سنسور قطب نما.,2
قسمت لنز کمی خارج از مرکز بوده و به سمت تمایل دارد.,2
• طراحی و ساخت بدنه خارجی E1-531 کاملا از پلاستیک براق مشکی ساخته شده ولی هنگامی که دستگاه را باز می‌کنید،  با ترکیبی از رنگ‌های نقره ای و مشکی مواجه خواهید شد به طوری که استراحتگاه مچ دست کاملا نقره ای بوده ولی کیبورد و قسمت‌های بالاتر،  مشکی و مات هستند.,2
در جواب دوستاني که ميگن باتري اين گوشي ضعيفه بگم که باتري اين گوشي 2020 ليتيوم پليمري هستش.,2
راه حل چيه واسه جلوگيري از اين کار؟,2
این گوشی از باتری لیتیوم یونی 1650 میلی آمپر ساعتی بهره می‌برد.,2
اگه يکم صفحه شفاف تر و پر نورتر ميشد ديگه هيچ نقصي نداشت.,2
هرچند که کمپانی اعلام نکرده که سرعت این پردازنده چقدر است ولی حدس می‌زنیم که برای iPhone چیزی کمتر از 1GHz باشد.,2
* برنامه‌ها و محتواهای ارائه شده از طریق Smart Hub ممکن است در طبقه‌بندی محصولات،  مدل‌ها و مناطق مختلف با هم تفاوت داشته باشند.,2
کیفیت فیلم برداری آن نیز همان‌طور که پیش بینی می‌شد Full HD می‌باشد.,2
حافظه 8 گيگابايتي همراه گوشي برنامه هاي نصب شده روي گوشي از جمله برنامه ي آفيس با قابليت اِديت داکيومنتها.,2
خوش ساخت گران قيمت,2
"عکس‌ها و فیلم‌ها می‌توانند بر روی کارت‌های حافظه‌ی SD/SDHC/SDXC/Memory Stick Duo,Pro Duo,Pro HG Duo ذخیره شوند.",2
ابعاد این تبلت به دلیل وجود صفحه نمایش 10.6 اینچی آن 172×275 میلی‌متر و حتی بزرگ‌تر از اکثر تبلت های موجود در بازار می‌باشد.,2
پردازنده Snapdragon به کار رفته در این گوشی  دارای قدرت پردازشی یک گیگاهرتز است و 512 مگابایت حافظه RAM نیز برای آن در نظر گرفته شده است.,2
لنز وايد ،  از کجا ميشه تهيه کرد و قيمتش حدودا چقده؟,2
همچنین در سمت مقابل آیکون افزودن به صفحات زمینه قرار دارد.,2
در زیر صفحه نمایش،  کلید Home به همراه دو کلید خازنی بازگشت و منو قرار گرفته‌اند.,2
همانطور که گفتیم،  SL300 و SL260 دو دوربین جدید از یک سری جدید در بین دوربین های Bridge یا DSLR Like شرکت فوجی فیلم می‌باشند و از نظر فن آوری می‌توان آن‌ها را جایی در بین دوربین HS30 EXR و X-S1 جای داد.,2
دوستان عزيز من اين دوربين رو خريدم و چندتا نکته رو بايد بگم :  اين دوربين به 3 نام در جهان به فروش ميره .,2
سالی که در آن به وفور شاهد دوربین هایی با توانایی زوم بالا ولی با بدنه هایی کم و بیش شبیه به دوربین‌های کامپکت معمولی بوده ایم.,2
مثل قبل که سيري رو ارائه کرد و بازار و تکون داد.,2
البته من هارد هاي ديگه مثل Seaget را از نزديک ديدم.,2
سلام دوستان من اين تبلت رو يک هفت هست که خريدم از اونجايي که خودم تخصص دارم در اين موارد بايد بدونيد که حرارته پشت اين تبلت خيلي عاديه بايد بدونيد دسته شما بيشتر باعث ميشه به نظرتون پشت تب گرم باشه چون عريضه و دسته شما گرما رو منتقل ميکنه به بدنه تو تاچ گوشي به نظرم يکم مشکل هست چون به نظرم کمي کند عمل ميکنه نکته جالب سيستمه بلوتوث اين تب بود برام که هوشمنده و اتوماتيک وار به هدست استريو متصل ميشه صفحه اين تب به نظرم بايد AMOLED بود چون واقعا ديگه خسته کنندس پنل هايه تکراري پشت سر هم توليد ميشه که کم کاري محسوب ميشه از سامسونگ تو سيستم اندرويدش اشکاله کمي ديدم که با اندرويد جديد بهتر شده و ميشه گفت تبلت رو بايد با سيستم عامل جديدش ارزش گذاري کرد همون طور که يکي از دوستان اشاره کرد نداشتن فلش دوربين و دوربين پيشرفته ضعف محسوب نميشه مثل نکسوس7 که حتي دوربين هم نداره مطلب بعد طراحيه بدنه اين تبه ميتونم به جرات بگم عاليه دور تب از رنگ براق پلي استره که خيلي زيباس و پشت گوشي طوريه که لکه به جا نميمونه موسيقي باش خوبه صدايه نويز وجود نداره که نکته جالبيه حالات موسيقيش چشمگيره يه اشکال تو پخش فايل داره که هر برنامه اي رو اجرا نميکنه ولي مطمعن باشيد اين نکات نکاتي نيست که مايوس کننده باشه سخت افزارش خيلي قويه و خيلي شبيه به گوگل نکسوسه شما ميتونيد رو اين تب حساب کنيد چون واقعا با اين مبلغ با اين امکانات بسيار خوبه در واقع شما يه تبي داريد که هم تلفنه هم کامپيوتر.,2
سنسور نیز دقیقا در قسمت پشت لنز نیز و در پایین قرار گرفته است.,2
آیا شما یک طبیعت گرد هستید و یا به تازگی به یک شهر بزرگ سفر کرده اید؟,2
اکنون دیگر در کنار دکمه ی ISO دکمه ی DISP وجود ندارد و گویی کانن از گذاشتن آن بر روی 600D پشیمان شده است چرا که پیش از آن هم این دکمه در آن قسمت وجود نداشت.,2
ايفون 5 هم باتري 1400 داره.,2
درآينده نزديک هم احتمال اينکه آپديت نرم افزاري براش بياد تا عکاسي  با فرمت RAW هم بتونه بگيره زياده.,2
ديگه رايتل داره مياد,2
این گوشی در حقیقت برادر کوچک Xperia arc محسوب می‌شود.,2
نه خيرباتري اين گوشي هم 1750ميلي امپرشده.,2
در پاسخ به دوستي که در مورد گوشي‌هاي ايراني نظر دادن،  بايد بگم اتفاقا خيلي خوبه که  اين گوشي‌ها رو با هم مقايسه کنيم و برتري هاي هر کدوم رو معرفي کنيم .,2
من مدت زيادي دارمش حدود دو ماه ميشه ..,2
این گوشی از چیپ Qualcomm Snapdragon S4 Pro استفاده می‌کند.,2
بقول معروف هرچي پول بدي آش ميخوري.,2
چنان‌چه درايو شما مدل LG / Hitachi يا Benq باشد و يا اين‌که از ورژن ۵ ميان‌افزار درايو Samsung /Toshiba استفاده نمي‌کنيد براي اجراي بازي‌هاي XBOXبايد آن‌ها را حتما روي DVD9 دو لايه کپي کنيد.,2
سرعت عکاسی پیاپی این دوربین 3.7 فریم بر ثانیه برای 34 عکس JPEG و 6 عکس RAW می‌باشد.,2
من هم new ipad و هم TF700T را تجربه کرده ام و قاطعانه به شما مي گويم که ايپد يک چيز ديگه است از لحاظ قيمت با هم تقريبا برابر هستند و به نظر من اگر مي خواهيد پول خرج کنيد به نظر من ايپد بهترين تبلت جهان است و از TF700T يا هر تبلت ديگري خيلي بهتره و اين را يادتون باشه که اندرويد براي گوشي موبايل خوبه و به نظر من در موبايل از ios بهتره ولي در مورد تبلت خيلي بهتره زيرا در تبلت استاده بيشتري از سخت افزار مي کنيد و در تبلت تنوع و کيفيت نرم افزار ها خيلي مهمه.,2
محدود بودن برنامه هاي ويندوزفون هم به مرور زمان حل ميشه .,2
"XBOX360 در حال حاضر با سه مدل درايو مختلف ساخته مي‌شود:
• Samsung/Toshiba
• LG/Hitachi
• Benq
هر يک از اين سه مدل نيز خود داراي ورژن‌هاي مختلفي هستند که در اين‌جا از ذکر آنها خودداري مي‌کنيم.",2
نوکيا داره برميگرده.,2
• طراحی و ساخت ابتدا از خود گوشی PadFone 2 شروع می‌کنیم.,2
خب اين از ظاهر کار حالا از باطنش بگم..,2
com مراجعه نمایید.,2
IXY فقط زبان ژاپني و انگليسي داره  .,2
برخلاف مدل پیشین،  PadFone 2 از کلیدهای نرم افزاری برای کنترل قسمت‌های مختلف سیستم عامل استفاده نکرده و در پایین صفحه نمایش،  سه کلید سخت افزاری لمسی خازنی وجود دارند.,2
تراکم پیکسلی این صفحه نمایش برابر با 217 پیکسل در هر اینچ است و از حرکات مالتی تاچ نیز پشتیبانی می‌کند.,2
سلام من يک ماهي ميشه اين دوربين رو خريدم.,2
پخش فيلم ها با کيفيت FullHD و .,2
"البته اندرويد هم در نسخه هاي 4.1 و 4.2 واقعا خيلي پيشرفت کرده به طوري که داره کم کم براي زور آزمايي در سرعت و قدرت,خودش رو براي رقابت با ios آماده ميکنه.",2
سلام من سفارش دادم بياد جزيياتشو بهتون ميگم,2
برای مثال گوشی Optimus 4X HD صفحه نمایش بزرگ‌تر و با کیفیت‌تری دارد ولی دوربین آن به خوبی Xperia TX نمی‌باشد.,2
فقط سروصداي لنزش تو حالت AF يکم زياده که آنچنان مهم نيست..,2
چیزی که پیش‌تر در مورد گوشی‌های دارای ویندوز فون 8 مشاهده نموده بودیم.,2
گوشي بدي نيست ولي با قيمت فعلي بهتره که همون اس 3 را خريد که امکاناتش بيشتره و از نظر شارژ‌دهي و خيلي چيزهاي ديگه تا به امروز جواب خودش را پس داده ,2
در قسمت بالایی قاب فلزی،  یک لبه پلاستیکی قرار دارد که قابل جدا شدن بوده و در زیر آن شیارهای micro-SIM و micro-SD تعبیه شده‌اند.,2
فکر نکنم تو شرايط فعلي زياد استقبال بشه.,2
کمپانی‌هایی نظیر Adobe و AutoDesk نیز اعلام کرده‌اند که نسخه Retinaی برنامه های معروف Photoshop و AutoCAD را به زودی منتشر خواهند کرد.,2
7.6 ميليمتر باريکه اما وقتي از عکسش نگاه ميکني ميشه 1.0 سانتي متر  صفحه ي اين آيفون يه کم بلند به نظر ميرسه زيباييش بستگي به نظر شخصي است اما پشت قاب اين اسمارت فون حرف ديگري ميزند!,2
البته در تست‌های ما این باتری تا یک و نیم روز استفاده عادی دوام آورد و جالب اینکه در حالت آماده به کار،  بیش از 14 روز شارژ دهی نمود.,2
اکثر خروجی‌های این تبلت در قسمت بالایی آن قرار داده شده است.,2
با وجود ابعاد کوچک این گوشی،  به نظر می‌رسد که اپل مجبور بوده فضای داخلی آن را به صورت بسیار حرفه ای مدیریت کند،  و یکی از تغییرات در مورد کانکتور آن اعمال گردید.,2
پسر عموم اينو تازه خريده .,2
HD R205 می‌تواند با کیفیت 1080p Full HD در فرمت AVCHD و با صدای استریو Dolby Digital فیلم برداری کند.,2
اگر همین عکس را بخواهید با رزولوشن 400ppi اسکن کنید زمانی در حدود 48 ثانیه نیاز دارد.,2
البته اينو من تو چندتا از مدل هاي ديگه AData هم ديدم.,2
و حتي خيلي بيشتر!,2
سرعت شاتر این دوربین در هنگام فیلم برداری از 1/4 ثانیه تا 1/4000 و در هنگام ضبط عکاسی از 30 ثانیه تا 1/4000 ثانیه می باشد.,2
در حقیقت اگر سنسور تصویر کوچک 1/2.3 اینچی نداشت،  شک نمی کردیم که آن را در این دسته قرار دهیم.,2
اميدوارم تو انتخابتون کمک کرده باشم   ,2
به هر حال اپل مجبور است بهای تصمیم سرسختانه ای که در مقابل گوگل گرفته را بپردازد.,2
سيد علي مومني,2
مود AV درست بر عکس TV است و اختیار تنظیم سرعت شاتر را از شما می‌گیرد تا دیافراگم اختیار اصلی شما باشد.,2
).,2
چون هرچقدر فرکانس و پردازش بالا باشد دماي آن دستگاه بالاتر ميرود!,2
لازم به ذکره که اين گوشي شماره هفتم و هشتم IMEI اش 05 بود!,2
• NTSC-J ـ اين منطقه فقط به کشورهاي ژاپن و کره مربوط مي‌باشد.,2
طراحی و ساختاز نظر طراحی این گوشی می‌توان گفت که HTC در ساخت آن به طراحی‌های قبلی خود تا حدود زیادی وفادار مانده است.,2
بر خلاف محصولات برتر این کمپانی،  چیپ موجود بر روی این گوشی Exynos نیست و BCM28155 می‌باشد.,2
از ایزو 1600 نیز جزئیات شروع به ناپدید شدن می‌کنند که این به دلیل کار کردن سیستم کاهش نویز است.,2
هم از نظر ظاهر و طراحي و هم از نظر سخت افزار.,2
سوني بروز رساني رو بر اساس SL Number که جاي  اون زير باطري هست انجام مي ده که طبق ليست وب سايت سوني هنوز واسه ما نيومده.,2
این در حالیست که دو مدل پیشین دارای کمینه ی نسبت کانونی f/2.8-5.6 بودند.,2
"براي اطلاعات بيشتر ميتونيد به وب سايت رسمي فوجيتسو سر بزنيد

",2
اما اگر با دقت بیشتری به این دوربین نگاه کنیم،  باید گفت که سنسور تصویر 10 مگاپیکسلی CCD سایز 1/1.7 اینچی P7100 با یک سنسور 12.1 مگاپیکسلی CMOS با همان سایز تعویض شده است.,2
کانن تصمیم گرفته که سقف حساسیت را تا 1600 قرار دهد تا وضعیت خراب تر از این نشود.,2
دوربین HTC بر روی 8X از یک دوربین 8 مگاپیکسلی همراه با سنسور BSI استفاده نموده است.,2
elite با دو نوع هارد 120 و 250 گيگابايتي يکي آوريل 2007 و ديگري اکتبر 2009 عرضه شد،  مدل 2009 داراي دو دسته بيسيم علاوه بر رنگ سفيد داراي مدل مشکي رنگ با درايو براق.,2
در عمل باید گفت که  اگر پیش‌تر کاربر گوشی‌های مبتنی بر ویندوز فون 7.0 و 7.5 بوده‌اید،  تغییرات زیادی در محیط سیستم عامل احساس نخواهید کرد.,2
در ضمن به دلیل بهره‌گیری از لرزش‌گیر اپتیکال تصویر Power O.,2
ميدهد.,2
• دوربین در قسمت پشت Nexus 7 دوربینی وجود ندارد.,2
همه چيش خوبه خواهرم داره راضيه ولي دوربينش واقعا ضعيفه,2
کیفیت عکس‌های SX40 HS بالاتر است و در عوض دوربین پاناسونیک عملکردی سریع‌تر،  نمایشگری بزرگتر و با کیفیت‌تر،  توانایی عکاسی در فرمت RAW و کنترل کامل نوردهی در هنگام فیلم‌برداری را ارایه می‌کند.,2
هفت ويژگي مهم براي نکسوس هفت جديد1.,2
دوست گرامي همه‌ي فلاش‌ها اگر مستقيم زده‌شوند سايه دارند,2
حدود 2 ماه پيش پسر داييم ميخواست اولين گوشي هوشمندشو بخره و تمايل زيادي به خريدن برند سامسونگ داشت.,2
حال قضاوت با شما.,2
اگر نسخه 3G این تبلت را تهیه کرده باشید،  در کنار شیار مموری کارت،  شیار میکرو سیم کارت نیز قرار دارد.,2
"خيلي وقت بود اونايي که دو تا سيم کارت داشتن و دنبال يه گوشي خوب ميگشتن منتظر يه چيزي مثل اين بودن، ولي اگه طول بکشه آوردنش ديگه نميتونه بهترين تو رده خودش بمونه
گوشي به اين خوبي چرا دوربين دوم نداره؟",2
اگه مي خواين بخرين گارانتي دارشو بخرين.,2
دقيقا همون جنسي که آيفون 5 داره.,2
عکس ها نیز بر روی همان کارت های حافظه ی SD/SDHC/SDXC ذخیره می شوند.,2
سلام به همۀ دست اندرکاران ديجي کالا، انصافاً خسته نباشيد.,2
دوربين فرق نميکنه.,2
HTC Desire Vگرون بود-سامسونگ گالکسي آيس هم به نسبت کاراييش گرون بود.,2
-----------------------------------------------------------------------1.طراحي:چي بگم ؟,2
براي کساني که نگران حالت 4:3 ال سي دي هستند LG اين مشکل رو حل کرده و شما ميتونيد با نگه داشتن دو ثانيه اي کليد Home نمايشگر رو به حالت Wide تبديل کنيد ( نکته بسيار مهم و کاربردي ) کيفيت دوربين در شرايط کم نور بدون فلاش مطلوب نيست که البته 99 درصد دوربين ها همين طور هستند.,2
• قلمدر کنار داک تبلت این گوشی،  یک قلم بلوتوث نیز وجود دارد.,2
رنگ سفيدش باز بهتر بود.,2
دوربین یکی دیگر از قسمت‌هایی که در آیفون 5 تغییرات زیادی نداشته است دوربین آن است.,2
اين بازي‌ها معمولا فقط داراي زبان ژاپني مي‌باشند.,2
طراحی و ساختاز لحاظ طراحی،  Galaxy S III کمی تغییر نسبت به دو برادر کوچک‌تر خود یعنی Galaxy S و Galaxy S II داشته است.,2
صفحه نمايش هم نسبت به نسخه هاي قبلي زياد فرقي نداره.,2
Note 10.1 هم دارای یک دوربین اصلی 5 مگاپیکسلی در پشت و یک دوربین 1.9 مگاپیکسلی در جلو می‌باشد که البته کیفیت فیلم برداری هر دو آنها HD می‌باشد.,2
جالب است بدانید که یک لنز 800 میلی متر سری L کانن با f/5.6 حدود 12 هزار دلار قیمت دارد.,2
لازم به توضيح است قيمت دستبند نايک برابر با قيمت اين مدل ipod مي باشد .,2
بسم الله.,2
سلام تازه گرفتمش!,2
"وقتي بود اپلي بود که فکرشو نميتونستي بکني نيمه گاز زده شده(خورده شده) از لوگو اپل استيو جابز است
دنياي ديجيتالي من ديجي کالا",2
از نظر ظاهری،  Ixus 240 HS شباهت زیادی با Ixus 510 HS دارد.,2
از لحاظ ارتباط بی سیم نیز،  Sleekbook ها به Wi-Fi با استاندارد b/g/n و بلوتوث داخلی مجهز شده اند.,2
عرض قابل اسکن این دستگاه 21 سانتی متر و طول قابل اسکن نیز 100 سانتی متر می باشد.,2
البته در ابتدا بسياري از مشکلات سخت افزاري را با خود داشت که بعد ها مايکروسافت با ارائه مدل هاي جديدتر مشکلات را بسيار کم کرد.,2
"سلام
من هم به پيشنهاد يکي از دوستام اين دوربين رو خريداري کردم.",2
در لبه جلویی نیز یک کارت خوان با پشتیبانی از کارت‌های حافظه SD و MMC قرار دارد.,2
علاوه بر آن مود Program هم وجود دارد که بیشترین اختیار در تنظیمات نور دهی را در این دوربین به شما می‌دهد.,2
اين مشکل فقط در نمونه هاي بدون گارانتي وجود داره و من که با گارانتي مايکروتل خريدم هر نوع سيم کارتي رو در هر اسلاتي استفاده مي کنم.,2
بر روی لبه بالایی گوشی کلید پاور به همراه جک 3.5 میلی متری صدا قرار دارند.,2
همچنین در مناطق پر کنتراست مقداری Pixel Fringing مشاهده می‌شود.,2
2 ماهي ميشه دارم ميگردم که يه لپ تاپ خوب پيدا کنم  بخرم  .,2
رفع مشکل واي فاي ..,2
این در حالیست که دوربین SX150 IS توانایی زوم 12 برابر را ارائه می داد.,2
در سمت چپ تبلت نیز شیار مموری کارت قرار دارد که از کارت های حافظه microSD با ظرفیت حداکثر 32 گیگابایت پشتیبانی می کند.,2
با اين قيمت!,2
دور تا دور بدنه را یک لایه‌ی آلومینیومی در بر گرفته که کلید های کنترلی این گوشی را نیز در  خود جای داده است.,2
نکته: داشتن بلوتوث سريع نسخه 4.0،  قابليت عکاسي حين فيلمبرداري و البته بهره مندي از Beats Audio، سه برتري         نسبي به اين دو گوشي نسبت به رقباي هم ترازشون داده، ولي متأسفانه هر دوي اين گوشي ها فاقد دوربين جلو (دوربين مکالمه ويديويي) هستند.,2
۷ اينچ بيشتر نشه صفحشون..,2
با ارتباطات رو در رو به دیگران نزدیک تر شوید.,2
